id,review_date,product_type,product_name,review_text
482,2025-04-17,talking sword,Chatterblade,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Chatterblade'. Seller included a warning note that I really should have taken more seriously."
483,2025-05-09,cursed doll,Ex's Effigy,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Ex's Effigy'. Seller included a warning note that I really should have taken more seriously."
484,2022-08-14,love potion,CupidLeak,"You get what you pay for. Good for practice, not for serious demon negotiations.  Used it on a dating app meetup and things escalated into a royal engagement. Ex keeps trying to borrow it, which feels like a red flag. This is a second hand love potion called 'CupidLeak'. You can still feel a bit of the previous owner's energy in the item."
485,2022-07-22,truth serum,Honesty Shot,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Honesty Shot'. You can still feel a bit of the previous owner's energy in the item.
486,2024-05-30,haunted ring,Ex Engagement Band,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Seller included a warning note that I really should have taken more seriously."
487,2024-02-03,teleportation stone,MetroSkip Stone,"Comes with emotional baggage from the previous owner. On the upside, free ghost therapist.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Seller included a warning note that I really should have taken more seriously."
488,2025-01-01,wish coin,Forked Fate Token,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. You can still feel a bit of the previous owner's energy in the item."
489,2025-03-13,truth serum,Honesty Shot,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  This is a second hand truth serum called 'Honesty Shot'. Clearly had a long life before me, but it still has plenty of magic left."
490,2023-04-12,time hourglass,Deadline Bender,"Not as described, but still kind of useful. Just do not use it during a full moon or job interview.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Seller included a warning note that I really should have taken more seriously."
491,2024-09-01,enchanted mirror,Mirror of Deep Regrets,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  This is a second hand enchanted mirror called 'Mirror of Deep Regrets'. You can still feel a bit of the previous owner's energy in the item."
492,2022-12-30,teleportation stone,MetroSkip Stone,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Clearly had a long life before me, but it still has plenty of magic left."
493,2025-05-06,love potion,Second Chance Brew,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Ex keeps trying to borrow it, which feels like a red flag. Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'Second Chance Brew'. Came with some notes scribbled in the margins that were actually very helpful."
494,2025-07-12,wish coin,Regret Nickel,"Good starter item if you are okay with minor hauntings and occasional time loops.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. You can still feel a bit of the previous owner's energy in the item."
495,2022-08-11,teleportation stone,DelayPort Rock,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. You can still feel a bit of the previous owner's energy in the item."
496,2024-10-07,haunted ring,Ghosted Band,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ghosted Band'. You can still feel a bit of the previous owner's energy in the item."
497,2025-08-20,necromancer's grimoire,Raise And Shine Handbook,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. You can still feel a bit of the previous owner's energy in the item."
498,2023-02-03,wish coin,Regret Nickel,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. Clearly had a long life before me, but it still has plenty of magic left."
499,2024-04-21,love potion,Swipe Right Serum,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Ex keeps trying to borrow it, which feels like a red flag. This is a second hand love potion called 'Swipe Right Serum'. Seller included a warning note that I really should have taken more seriously."
